Time,SN
1.791638855230769195e+03,6.844468715617537669e+01
1.791641632984615399e+03,6.571571154303951801e+01
1.791644410738461374e+03,8.258234256632431425e+01
1.791647188492307578e+03,7.651625876190183817e+01
1.791649966246153781e+03,8.696266956617704125e+01
1.791652743999999984e+03,8.741435544332806273e+01
1.791655521753846187e+03,8.170660375490466265e+01
1.791658299507692163e+03,8.227669687168894086e+01
1.791661077261538367e+03,9.081421225753074111e+01
1.791663855015384570e+03,9.376427197536595770e+01
1.791666632769230773e+03,9.400865383207003845e+01
1.791669410523076749e+03,9.285660777019610634e+01
1.791672188276922952e+03,9.549290407888425136e+01
1.791674966030769156e+03,9.641327281613578748e+01
1.791677743784615359e+03,9.675055026978830597e+01
1.791680521538461562e+03,8.730264816608000444e+01
1.791683299292307538e+03,9.533395667998310330e+01
1.791686077046153741e+03,1.009731996405567997e+02
1.791688854799999945e+03,9.983664411412308937e+01
1.791691632553846148e+03,1.038665531306447321e+02
1.791694410307692351e+03,1.073060445053647527e+02
1.791697188061538327e+03,9.703094370456113893e+01
1.791699965815384530e+03,1.111075455495597026e+02
1.791702743569230734e+03,1.142600030106222277e+02
1.791705521323076937e+03,1.175826861573882525e+02
1.791708299076922913e+03,1.111937930358927673e+02
1.791711076830769116e+03,1.111326500942907387e+02
1.791713854584615319e+03,1.109895861378229966e+02
1.791716632338461523e+03,1.155721140406145224e+02
1.791719410092307726e+03,1.022726379027860162e+02
1.791722187846153702e+03,1.211649843395288997e+02
1.791724965599999905e+03,1.065082806549508945e+02
1.791727743353846108e+03,1.081876345921684930e+02
1.791730521107692311e+03,1.119488417059274070e+02
1.791733298861538515e+03,1.134145178153918181e+02
1.791736076615384491e+03,1.064356481882100667e+02
1.791738854369230694e+03,1.090608114785742941e+02
1.791741632123076897e+03,1.095774140346880898e+02
1.791744409876923100e+03,1.188210840985769465e+02
1.791747187630769076e+03,1.019248435687525216e+02
1.791749965384615280e+03,1.080358662910819305e+02
1.791752743138461483e+03,1.072522786695653991e+02
1.791755520892307686e+03,1.066648173036087144e+02
1.791758298646153889e+03,1.208634750320245388e+02
1.791761076399999865e+03,1.073116495177591503e+02
1.791763854153846069e+03,1.202852431722281636e+02
1.791766631907692272e+03,1.030871561042131646e+02
1.791769409661538475e+03,1.097871197543992281e+02
1.791772187415384451e+03,9.902903325916804533e+01
1.791774965169230654e+03,1.047551961748562235e+02
1.791777742923076858e+03,1.085371230907054780e+02
1.791780520676923061e+03,1.074655600898982897e+02
1.791783298430769264e+03,1.002120911595438741e+02
1.791786076184615240e+03,1.025779420760007952e+02
1.791788853938461443e+03,9.938425271031316299e+01
1.791791631692307647e+03,1.026390908602383689e+02
1.791794409446153850e+03,1.051695946235690826e+02
1.791797187199999826e+03,9.782179481367202811e+01
1.791799964953846029e+03,1.061804251534166497e+02
1.791802742707692232e+03,1.053573254984068228e+02
1.791805520461538435e+03,9.902213715592560561e+01
1.791808298215384639e+03,1.040154560008895999e+02
1.791811075969230615e+03,9.154525074199381152e+01
1.791813853723076818e+03,1.096422191445974619e+02
1.791816631476923021e+03,9.990307696943132498e+01
1.791819409230769224e+03,9.718045498559116879e+01
1.791822186984615428e+03,9.532672436876623578e+01
1.791824964738461404e+03,1.084769038568635722e+02
1.791827742492307607e+03,1.148418657273997638e+02
1.791830520246153810e+03,1.100291132440397064e+02
1.791833298000000013e+03,1.037765780439606687e+02
1.791836075753845989e+03,1.033706315701678875e+02
1.791838853507692193e+03,1.090489034637186734e+02
1.791841631261538396e+03,1.052341998389686779e+02
1.791844409015384599e+03,1.157808102608378817e+02
1.791847186769230802e+03,9.999980492215136962e+01
1.791849964523076778e+03,1.109620041844515441e+02
1.791852742276922982e+03,1.119713845234868046e+02
1.791855520030769185e+03,1.139845852833052362e+02
1.791858297784615388e+03,1.106587898105485266e+02
1.791861075538461591e+03,1.058737092643533089e+02
1.791863853292307567e+03,1.064600892776785344e+02
1.791866631046153771e+03,1.181387698498832748e+02
1.791869408799999974e+03,1.148539470732310122e+02
1.791872186553846177e+03,1.094508340974085030e+02
1.791874964307692153e+03,1.118267291689830216e+02
1.791877742061538356e+03,1.165022135556340999e+02
1.791880519815384559e+03,1.064866004198782434e+02
1.791883297569230763e+03,1.189070251968225449e+02
1.791886075323076966e+03,1.021694293907483058e+02
1.791888853076922942e+03,1.176859967454485911e+02
1.791891630830769145e+03,1.197851604975391524e+02
1.791894408584615348e+03,1.131084570710436168e+02
1.791897186338461552e+03,1.143324531700790772e+02
1.791899964092307528e+03,1.143419138105798396e+02
1.791902741846153731e+03,1.221357409519384589e+02
1.791905519599999934e+03,1.193183860559006746e+02
1.791908297353846137e+03,1.262244070146365260e+02
1.791911075107692341e+03,1.132648040357221930e+02
1.791913852861538317e+03,1.049832071437395768e+02
1.791916630615384520e+03,1.120654152980465739e+02
1.791919408369230723e+03,1.086085641577476792e+02
1.791922186123076926e+03,1.118818075587670080e+02
1.791924963876922902e+03,1.122875886314829472e+02
1.791927741630769106e+03,1.142018621533967320e+02
1.791930519384615309e+03,1.227469213053594501e+02
1.791933297138461512e+03,1.149519001132980804e+02
1.791936074892307715e+03,1.234753725864160714e+02
1.791938852646153691e+03,1.078201366071656224e+02
1.791941630399999895e+03,1.083819485084667491e+02
1.791944408153846098e+03,1.203671270874080363e+02
1.791947185907692301e+03,1.068419659318503676e+02
1.791949963661538504e+03,1.101339280387679338e+02
1.791952741415384480e+03,1.133034009193446536e+02
1.791955519169230683e+03,1.138962099775824299e+02
1.791958296923076887e+03,1.099495156097455038e+02
1.791961074676923090e+03,1.174875269051780293e+02
1.791963852430769066e+03,1.022285773416956260e+02
1.791966630184615269e+03,1.124567471183789564e+02
1.791969407938461472e+03,1.161461267764861702e+02
1.791972185692307676e+03,1.024619334314696317e+02
1.791974963446153879e+03,9.859012355137642203e+01
1.791977741199999855e+03,1.056573911533880477e+02
1.791980518953846058e+03,1.052947826884775822e+02
1.791983296707692261e+03,1.086928976348311977e+02
1.791986074461538465e+03,1.017774712483040105e+02
1.791988852215384668e+03,1.051667382598438252e+02
1.791991629969230644e+03,1.023066705520691357e+02
1.791994407723076847e+03,1.022965859419329888e+02
1.791997185476923050e+03,1.079516179633591264e+02
1.791999963230769254e+03,9.423922694340284067e+01
1.792002740984615230e+03,1.090417779623654155e+02
1.792005518738461433e+03,1.042029133167963693e+02
1.792008296492307636e+03,9.412804410283148115e+01
1.792011074246153839e+03,1.089347388802690517e+02
1.792013852000000043e+03,1.086544885741774067e+02
1.792016629753846019e+03,9.545447577918092463e+01
1.792019407507692222e+03,9.807384548421197223e+01
1.792022185261538425e+03,9.449181511937551647e+01
1.792024963015384628e+03,9.001169500218004771e+01
1.792027740769230604e+03,1.007855041449533786e+02
1.792030518523076807e+03,9.858736405403942626e+01
1.792033296276923011e+03,9.236098194555424357e+01
1.792036074030769214e+03,9.468996126006389602e+01
1.792038851784615417e+03,1.000636084919004816e+02
1.792041629538461393e+03,9.669715154851162708e+01
1.792044407292307596e+03,9.641056700096007148e+01
1.792047185046153800e+03,1.000949603782955819e+02
1.792049962800000003e+03,9.726848082604379897e+01
1.792052740553845979e+03,9.902771655226771941e+01
1.792055518307692182e+03,9.376691811605344640e+01
1.792058296061538385e+03,1.015573953641364255e+02
1.792061073815384589e+03,9.833813004521721268e+01
1.792063851569230792e+03,9.891602195339733328e+01
1.792066629323076768e+03,1.012714254328350307e+02
1.792069407076922971e+03,9.990500812167533695e+01
1.792072184830769174e+03,9.566295444480283550e+01
1.792074962584615378e+03,1.069441827838755472e+02
1.792077740338461581e+03,9.960372818812778917e+01
1.792080518092307557e+03,1.035123352697795269e+02
1.792083295846153760e+03,9.989039355175829371e+01
1.792086073599999963e+03,1.038819840895696700e+02
1.792088851353846167e+03,1.027926832364059493e+02
1.792091629107692142e+03,1.025947868784383985e+02
1.792094406861538346e+03,1.006840121470513338e+02
1.792097184615384549e+03,1.019865091326682034e+02
1.792099962369230752e+03,9.850008063487273091e+01
1.792102740123076956e+03,1.058650562879178523e+02
1.792105517876922931e+03,1.093963654833797676e+02
1.792108295630769135e+03,1.000186338328376650e+02
1.792111073384615338e+03,1.053052004075499752e+02
1.792113851138461541e+03,1.000697025984850228e+02
1.792116628892307745e+03,1.100434745561720860e+02
1.792119406646153720e+03,1.066143356648822049e+02
1.792122184399999924e+03,1.058598963576486369e+02
1.792124962153846127e+03,1.067271429444394215e+02
1.792127739907692330e+03,1.051418576361573827e+02
1.792130517661538306e+03,1.056104614931629868e+02
1.792133295415384509e+03,1.092408622994366709e+02
1.792136073169230713e+03,1.047442431046664382e+02
1.792138850923076916e+03,1.014748605556774521e+02
1.792141628676923119e+03,1.053546352905501777e+02
1.792144406430769095e+03,1.119690925568228437e+02
1.792147184184615298e+03,1.030691461736010979e+02
1.792149961938461502e+03,1.036169757392114121e+02
1.792152739692307705e+03,1.020920454849751309e+02
1.792155517446153681e+03,1.220556488857562982e+02
1.792158295199999884e+03,1.073967205609986593e+02
1.792161072953846087e+03,1.006991165918898190e+02
1.792163850707692291e+03,1.124849216349350201e+02
1.792166628461538494e+03,9.698344473523090414e+01
1.792169406215384470e+03,1.034336807285209687e+02
1.792172183969230673e+03,1.042391641270632903e+02
1.792174961723076876e+03,9.692943122321099736e+01
1.792177739476923080e+03,9.846909411575617810e+01
1.792180517230769055e+03,1.073583776692316150e+02
1.792183294984615259e+03,1.063801914357826490e+02
1.792186072738461462e+03,1.057574413108942792e+02
1.792188850492307665e+03,1.000540605860400944e+02
1.792191628246153869e+03,1.057111283699974393e+02
1.792194405999999844e+03,9.463195789218787013e+01
1.792197183753846048e+03,1.061573355739480178e+02
1.792199961507692251e+03,9.602573927649291363e+01
1.792202739261538454e+03,1.024758461506963414e+02
1.792205517015384657e+03,1.047273247215913017e+02
1.792208294769230633e+03,1.054126597616464807e+02
1.792211072523076837e+03,1.124203492546336491e+02
1.792213850276923040e+03,9.691546270223967952e+01
1.792216628030769243e+03,1.082399447007428819e+02
1.792219405784615219e+03,1.072043947872786447e+02
1.792222183538461422e+03,1.108768777142257989e+02
1.792224961292307626e+03,1.152583652425762750e+02
1.792227739046153829e+03,1.046819232913144191e+02
1.792230516800000032e+03,1.094735004433554337e+02
1.792233294553846008e+03,1.117688771115087008e+02
1.792236072307692211e+03,1.126403110751629981e+02
1.792238850061538415e+03,1.060557855623621890e+02
1.792241627815384618e+03,1.089477671685721845e+02
1.792244405569230821e+03,1.197747763143036224e+02
1.792247183323076797e+03,1.122179958850260135e+02
1.792249961076923000e+03,1.153374969375409762e+02
1.792252738830769204e+03,1.268356427785175811e+02
1.792255516584615407e+03,1.207975976023569729e+02
1.792258294338461383e+03,1.256224475166571466e+02
1.792261072092307586e+03,1.127317276692200636e+02
1.792263849846153789e+03,1.274379393622144363e+02
1.792266627599999993e+03,1.269317298005255594e+02
1.792269405353846196e+03,1.328372867556040546e+02
1.792272183107692172e+03,1.231037729913655312e+02
1.792274960861538375e+03,1.290726554061030242e+02
1.792277738615384578e+03,1.302819932184632137e+02
1.792280516369230781e+03,1.278278804705105216e+02
1.792283294123076757e+03,1.288738198213394526e+02
1.792286071876922961e+03,1.233536103324065891e+02
1.792288849630769164e+03,1.252793683352944072e+02
1.792291627384615367e+03,1.261488591490049345e+02
1.792294405138461570e+03,1.184647551441074569e+02
1.792297182892307546e+03,1.178043544152233721e+02
1.792299960646153750e+03,1.249332750662822917e+02
1.792302738399999953e+03,1.211569913562332914e+02
1.792305516153846156e+03,1.282782701960763632e+02
1.792308293907692132e+03,1.266071405765092663e+02
1.792311071661538335e+03,1.184115147111000681e+02
1.792313849415384539e+03,1.234323581595783708e+02
1.792316627169230742e+03,1.224439237427048397e+02
1.792319404923076945e+03,1.169330828346792259e+02
1.792322182676922921e+03,1.175035315425190134e+02
1.792324960430769124e+03,1.167229163285903724e+02
1.792327738184615328e+03,1.203366787622670842e+02
1.792330515938461531e+03,1.289593907297328315e+02
1.792333293692307734e+03,1.184850287813793557e+02
1.792336071446153710e+03,1.209754571939670882e+02
1.792338849199999913e+03,1.081979815882662876e+02
1.792341626953846117e+03,1.155457293884926600e+02
1.792344404707692320e+03,1.052565792390644930e+02
1.792347182461538296e+03,1.099746795564241921e+02
1.792349960215384499e+03,1.080736823809967717e+02
1.792352737969230702e+03,1.143255968327853367e+02
1.792355515723076905e+03,1.070965851717134569e+02
1.792358293476923109e+03,1.117689102520544964e+02
1.792361071230769085e+03,1.078984474209425457e+02
1.792363848984615288e+03,1.095962155683872652e+02
1.792366626738461491e+03,1.065768301730675489e+02
1.792369404492307694e+03,1.068300417311662898e+02
1.792372182246153898e+03,1.128262496321615629e+02
1.792374959999999874e+03,1.029912016467653331e+02
1.792377737753846077e+03,1.005208320738872203e+02
1.792380515507692280e+03,1.015746828097887828e+02
1.792383293261538483e+03,1.034583033303475190e+02
1.792386071015384459e+03,9.714367228534239018e+01
1.792388848769230663e+03,1.003860568439581584e+02
1.792391626523076866e+03,9.951609693027511128e+01
1.792394404276923069e+03,1.020494701802990392e+02
1.792397182030769272e+03,1.038748313778877304e+02
1.792399959784615248e+03,9.365847125052701472e+01
1.792402737538461452e+03,1.076165172511007029e+02
1.792405515292307655e+03,1.006443649322153817e+02
1.792408293046153858e+03,1.033459230167841412e+02
1.792411070799999834e+03,9.936145396999424406e+01
1.792413848553846037e+03,1.023612120447308058e+02
1.792416626307692241e+03,1.020967705583900056e+02
1.792419404061538444e+03,1.069930022727448602e+02
1.792422181815384647e+03,9.628436557780017324e+01
1.792424959569230623e+03,1.022466533682710690e+02
1.792427737323076826e+03,9.922885971010057915e+01
1.792430515076923029e+03,1.005829639576968901e+02
1.792433292830769233e+03,1.028615845136672533e+02
1.792436070584615209e+03,9.385001200866878435e+01
1.792438848338461412e+03,1.015167377805204723e+02
1.792441626092307615e+03,1.056456248110723521e+02
1.792444403846153818e+03,1.075927498904519979e+02
1.792447181600000022e+03,9.230218692818587556e+01
1.792449959353845998e+03,1.011418570826859025e+02
1.792452737107692201e+03,1.086867784568584341e+02
1.792455514861538404e+03,1.056852570060663083e+02
1.792458292615384607e+03,1.012288199988501560e+02
1.792461070369230811e+03,9.435355044950219394e+01
1.792463848123076787e+03,9.801491983071871061e+01
1.792466625876922990e+03,9.699399695928396170e+01
1.792469403630769193e+03,9.643651218653415924e+01
1.792472181384615396e+03,9.522830460645242567e+01
1.792474959138461372e+03,1.066052689631917900e+02
1.792477736892307576e+03,9.857008529001109309e+01
1.792480514646153779e+03,8.877751300900641240e+01
1.792483292399999982e+03,9.860049238474236688e+01
1.792486070153846185e+03,8.559241990276001388e+01
1.792488847907692161e+03,9.330601886754502061e+01
1.792491625661538365e+03,9.279143471515442343e+01
1.792494403415384568e+03,8.604529243302499708e+01
1.792497181169230771e+03,9.235277964570673248e+01
1.792499958923076974e+03,9.467699120040138894e+01
1.792502736676922950e+03,9.129578094909886943e+01
1.792505514430769153e+03,8.278872621293447764e+01
1.792508292184615357e+03,8.096845492375780395e+01
1.792511069938461560e+03,7.993253871460093762e+01
1.792513847692307536e+03,8.102468687948051240e+01
1.792516625446153739e+03,7.533355677039033083e+01
1.792519403199999942e+03,7.282416619712134320e+01
1.792522180953846146e+03,6.759656243749952864e+01
1.792524958707692349e+03,7.908033167473038816e+01
1.792527736461538325e+03,7.405031360974980714e+01
1.792530514215384528e+03,7.629370391681197816e+01
1.792533291969230731e+03,7.193877425285020877e+01
1.792536069723076935e+03,7.611688700855361844e+01
1.792538847476922911e+03,8.058074042782682511e+01
1.792541625230769114e+03,7.628520673148500464e+01
1.792544402984615317e+03,7.316023130197339697e+01
1.792547180738461520e+03,7.441319464944119488e+01
1.792549958492307724e+03,7.886681552200047918e+01
1.792552736246153700e+03,7.906661049474332970e+01
1.792555513999999903e+03,8.131433652673985080e+01
1.792558291753846106e+03,8.985683993759110422e+01
1.792561069507692309e+03,7.581310998304843451e+01
1.792563847261538285e+03,7.896093408348863818e+01
1.792566625015384489e+03,8.757563322660608662e+01
1.792569402769230692e+03,7.531512211540683666e+01
1.792572180523076895e+03,8.899266499859169244e+01
1.792574958276923098e+03,8.249565871936863459e+01
1.792577736030769074e+03,7.960779568072831580e+01
1.792580513784615277e+03,8.543418170040304460e+01
1.792583291538461481e+03,8.418542616481782659e+01
1.792586069292307684e+03,8.053748098003252665e+01
1.792588847046153887e+03,8.536616237757850456e+01
1.792591624799999863e+03,9.292684288077548160e+01
1.792594402553846066e+03,9.399897065306008415e+01
1.792597180307692270e+03,9.497067655785113516e+01
1.792599958061538473e+03,8.917238075509759199e+01
1.792602735815384449e+03,9.884123535173912956e+01
1.792605513569230652e+03,9.938626234924035430e+01
1.792608291323076855e+03,9.793123771829027646e+01
1.792611069076923059e+03,9.276328985165213226e+01
1.792613846830769262e+03,1.069014214766638560e+02
1.792616624584615238e+03,1.020929375620071227e+02
1.792619402338461441e+03,1.011928177230670372e+02
1.792622180092307644e+03,1.036229643680507166e+02
1.792624957846153848e+03,1.002053103236350751e+02
1.792627735600000051e+03,1.023049780400337738e+02
1.792630513353846027e+03,9.938826474501664165e+01
1.792633291107692230e+03,9.205971933234043547e+01
1.792636068861538433e+03,1.049302788365475152e+02
1.792638846615384637e+03,1.069241307173602564e+02
1.792641624369230613e+03,1.080503474085190874e+02
1.792644402123076816e+03,9.569627272190153633e+01
1.792647179876923019e+03,1.061915482566258504e+02
1.792649957630769222e+03,1.019600838154509148e+02
1.792652735384615426e+03,1.000962705533136869e+02
1.792655513138461401e+03,9.986874622628853615e+01
1.792658290892307605e+03,1.015112096380891700e+02
1.792661068646153808e+03,1.038967184894051741e+02
1.792663846400000011e+03,1.106332197445536565e+02
1.792666624153845987e+03,1.058813548067093961e+02
1.792669401907692190e+03,1.060620961150892896e+02
1.792672179661538394e+03,1.040446458491780959e+02
1.792674957415384597e+03,1.052448734857448187e+02
1.792677735169230800e+03,9.341169726996147915e+01
1.792680512923076776e+03,9.893393939330866260e+01
1.792683290676922979e+03,9.644715401339925620e+01
1.792686068430769183e+03,1.062737532609083217e+02
1.792688846184615386e+03,1.121811789826911934e+02
1.792691623938461362e+03,1.154989454233201513e+02
1.792694401692307565e+03,9.979412023917507213e+01
1.792697179446153768e+03,9.107325236592635065e+01
1.792699957199999972e+03,9.756539389021145325e+01
1.792702734953846175e+03,9.070152443520882457e+01
1.792705512707692151e+03,9.683567869926051230e+01
1.792708290461538354e+03,9.828003305929594546e+01
1.792711068215384557e+03,1.048435478183629783e+02
1.792713845969230761e+03,9.541257796826927517e+01
1.792716623723076964e+03,9.602895709161900584e+01
1.792719401476922940e+03,9.735990788416532382e+01
1.792722179230769143e+03,1.031147918104197316e+02
1.792724956984615346e+03,9.061031160973654153e+01
1.792727734738461550e+03,9.430173712834880462e+01
1.792730512492307525e+03,9.736191244615604035e+01
1.792733290246153729e+03,8.977521839451735275e+01
1.792736067999999932e+03,9.244617365573616041e+01
1.792738845753846135e+03,9.780954354744389434e+01
1.792741623507692339e+03,9.700070891027341702e+01
1.792744401261538314e+03,9.318862504954368831e+01
1.792747179015384518e+03,9.858664163528810320e+01
1.792749956769230721e+03,1.001061530236291190e+02
1.792752734523076924e+03,1.060505074341221672e+02
1.792755512276923128e+03,9.376403527228104906e+01
1.792758290030769103e+03,8.341633173688722991e+01
1.792761067784615307e+03,9.317552706104282834e+01
1.792763845538461510e+03,9.896649597352831051e+01
1.792766623292307713e+03,9.906906228787558177e+01
1.792769401046153689e+03,9.414908480683479297e+01
1.792772178799999892e+03,1.008843492038284069e+02
1.792774956553846096e+03,8.954536824716271326e+01
1.792777734307692299e+03,1.001369229777820493e+02
1.792780512061538502e+03,1.024437513977617584e+02
1.792783289815384478e+03,8.679676545283945188e+01
1.792786067569230681e+03,9.564135227138210382e+01
1.792788845323076885e+03,9.896277217180609398e+01
1.792791623076923088e+03,9.829883513222658564e+01
1.792794400830769064e+03,9.017976809605890764e+01
1.792797178584615267e+03,9.690634590967873407e+01
1.792799956338461470e+03,9.758919427885282971e+01
1.792802734092307674e+03,9.300959429882645679e+01
1.792805511846153877e+03,8.970386745401519590e+01
1.792808289599999853e+03,9.533869946485546620e+01
1.792811067353846056e+03,8.737871671746012225e+01
1.792813845107692259e+03,8.737057690769985641e+01
1.792816622861538463e+03,9.510508590999249634e+01
1.792819400615384438e+03,9.488025748525346614e+01
1.792822178369230642e+03,9.672326413633507514e+01
1.792824956123076845e+03,1.025928277515882314e+02
1.792827733876923048e+03,9.748703621606476588e+01
1.792830511630769251e+03,9.572829950825213530e+01
1.792833289384615227e+03,1.080463869882582486e+02
1.792836067138461431e+03,1.009570246721517890e+02
1.792838844892307634e+03,8.823366938313598951e+01
1.792841622646153837e+03,1.021111052997547688e+02
1.792844400400000040e+03,8.840320777444736677e+01
1.792847178153846016e+03,9.755005331525586598e+01
1.792849955907692220e+03,9.540228587697123430e+01
1.792852733661538423e+03,9.422994387582966169e+01
1.792855511415384626e+03,9.444651090680488892e+01
1.792858289169230602e+03,1.018697179338883103e+02
1.792861066923076805e+03,9.091797847657549880e+01
1.792863844676923009e+03,9.525186914101138314e+01
1.792866622430769212e+03,1.005756320165032349e+02
1.792869400184615415e+03,1.021735622890539190e+02
1.792872177938461391e+03,9.865854865891041925e+01
1.792874955692307594e+03,9.495757481696352897e+01
1.792877733446153798e+03,9.619640590418984516e+01
1.792880511200000001e+03,9.298248550640293786e+01
1.792883288953846204e+03,1.002584675756083499e+02
1.792886066707692180e+03,8.613556158808320617e+01
1.792888844461538383e+03,8.924401270998721714e+01
1.792891622215384587e+03,9.429468197657264739e+01
1.792894399969230790e+03,9.651755048437364337e+01
1.792897177723076766e+03,9.693103936372031626e+01
1.792899955476922969e+03,8.506915242377590403e+01
1.792902733230769172e+03,9.756194916804371076e+01
1.792905510984615375e+03,9.227113563593047729e+01
1.792908288738461579e+03,9.134766423363417687e+01
1.792911066492307555e+03,9.215523816629179521e+01
1.792913844246153758e+03,9.578407982888421657e+01
1.792916621999999961e+03,9.269796168550260518e+01
1.792919399753846164e+03,8.970560063709569931e+01
1.792922177507692140e+03,1.015008614502930016e+02
1.792924955261538344e+03,8.550654401207302158e+01
1.792927733015384547e+03,1.034065843767051263e+02
1.792930510769230750e+03,9.009444229625351852e+01
1.792933288523076953e+03,9.747879824479844046e+01
1.792936066276922929e+03,9.039779392648814849e+01
1.792938844030769133e+03,9.751496484016897170e+01
1.792941621784615336e+03,9.552150812691796489e+01
1.792944399538461539e+03,9.739314032740023208e+01
1.792947177292307515e+03,9.274082866530811486e+01
1.792949955046153718e+03,9.101660317491041496e+01
1.792952732799999922e+03,9.588509891518999950e+01
1.792955510553846125e+03,1.012173880175884619e+02
1.792958288307692328e+03,9.329997975198787685e+01
1.792961066061538304e+03,9.064621536940518354e+01
1.792963843815384507e+03,8.847887848691311774e+01
1.792966621569230711e+03,9.549081151497905751e+01
1.792969399323076914e+03,9.175442542725990336e+01
1.792972177076923117e+03,9.470868056940182100e+01
1.792974954830769093e+03,8.424134945244833261e+01
1.792977732584615296e+03,9.280007363648368823e+01
1.792980510338461499e+03,8.983233808614264149e+01
1.792983288092307703e+03,9.565572321312573933e+01
1.792986065846153679e+03,8.681028478638968693e+01
1.792988843599999882e+03,9.162389561463220389e+01
1.792991621353846085e+03,9.841266985700707437e+01
1.792994399107692288e+03,9.092939524383650962e+01
1.792997176861538492e+03,9.463577859046708340e+01
1.792999954615384468e+03,9.122242070313615159e+01
1.793002732369230671e+03,8.860752383476240368e+01
1.793005510123076874e+03,9.267198177891303601e+01
1.793008287876923077e+03,9.804927196995730299e+01
1.793011065630769281e+03,9.908794264298605015e+01
1.793013843384615257e+03,1.032066773953732053e+02
1.793016621138461460e+03,9.360182146869249209e+01
1.793019398892307663e+03,9.157881627088639220e+01
1.793022176646153866e+03,9.759669248439105615e+01
1.793024954399999842e+03,9.341522470208610684e+01
1.793027732153846046e+03,8.522710947836445428e+01
1.793030509907692249e+03,8.357416260518346007e+01
1.793033287661538452e+03,8.869940256646825105e+01
1.793036065415384655e+03,1.006255299050450560e+02
1.793038843169230631e+03,9.089506049318720216e+01
1.793041620923076835e+03,9.330582187866271227e+01
1.793044398676923038e+03,8.880842759830923683e+01
1.793047176430769241e+03,9.777267606764324626e+01
1.793049954184615217e+03,9.134630698736557974e+01
1.793052731938461420e+03,8.567417400040528719e+01
1.793055509692307623e+03,9.553246176234469544e+01
1.793058287446153827e+03,9.479203803918083793e+01
1.793061065200000030e+03,8.977342120343166698e+01
1.793063842953846006e+03,9.408851322489242364e+01
1.793066620707692209e+03,8.946392055238759156e+01
1.793069398461538412e+03,8.735865452335846726e+01
1.793072176215384616e+03,9.524287799059854365e+01
1.793074953969230592e+03,9.442905094791672127e+01
1.793077731723076795e+03,8.254198577098793521e+01
1.793080509476922998e+03,9.174726099692703940e+01
1.793083287230769201e+03,9.506522375395411473e+01
1.793086064984615405e+03,9.347672404066369722e+01
1.793088842738461381e+03,9.468294608293471981e+01
1.793091620492307584e+03,9.085322161918283257e+01
1.793094398246153787e+03,9.760978939371976537e+01
1.793097175999999990e+03,9.345760377434517352e+01
1.793099953753846194e+03,1.009191401444116565e+02
1.793102731507692170e+03,9.678091265682010658e+01
1.793105509261538373e+03,9.177755533166518376e+01
1.793108287015384576e+03,9.764284543834153851e+01
1.793111064769230779e+03,8.948147946070628223e+01
1.793113842523076755e+03,9.211165057911934184e+01
1.793116620276922959e+03,1.001231862310214069e+02
1.793119398030769162e+03,8.978603319148342621e+01
1.793122175784615365e+03,9.684968725318159954e+01
1.793124953538461568e+03,9.170559283482990054e+01
1.793127731292307544e+03,9.500494344561003857e+01
1.793130509046153747e+03,1.041095743855850060e+02
1.793133286799999951e+03,8.720677134299171485e+01
1.793136064553846154e+03,9.409561532153624341e+01
1.793138842307692357e+03,9.188857086384811623e+01
1.793141620061538333e+03,9.216076415115618659e+01
1.793144397815384536e+03,9.360867266626841854e+01
1.793147175569230740e+03,9.006276739747026738e+01
1.793149953323076943e+03,8.893658810383564628e+01
1.793152731076922919e+03,8.802357115693236267e+01
1.793155508830769122e+03,1.016394808900707289e+02
1.793158286584615325e+03,8.382456685728757861e+01
1.793161064338461529e+03,8.654513755084114734e+01
1.793163842092307732e+03,8.363546958879456383e+01
1.793166619846153708e+03,9.182544314996131618e+01
1.793169397599999911e+03,1.055220427190590584e+02
1.793172175353846114e+03,9.502718911029120363e+01
1.793174953107692318e+03,9.438390770800974394e+01
1.793177730861538294e+03,9.048364976275489369e+01
1.793180508615384497e+03,9.559089878894546644e+01
1.793183286369230700e+03,9.787965545294350989e+01
1.793186064123076903e+03,9.366251775806772173e+01
1.793188841876923107e+03,8.336799869670991825e+01
1.793191619630769083e+03,9.502575583388966152e+01
1.793194397384615286e+03,9.681418562356580537e+01
1.793197175138461489e+03,9.192891591483636660e+01
1.793199952892307692e+03,8.295202670049897620e+01
1.793202730646153668e+03,9.892195022167557283e+01
1.793205508399999871e+03,8.741696094345697077e+01
1.793208286153846075e+03,9.239408192985972335e+01
1.793211063907692278e+03,9.333254659781087526e+01
1.793213841661538481e+03,9.305979158255161110e+01
1.793216619415384457e+03,8.881077627785583672e+01
1.793219397169230660e+03,8.875417617833807071e+01
1.793222174923076864e+03,9.233193540425658341e+01
1.793224952676923067e+03,1.025503446281336295e+02
1.793227730430769270e+03,9.254387787038720603e+01
1.793230508184615246e+03,8.868981067856039147e+01
1.793233285938461449e+03,8.518097497012632857e+01
1.793236063692307653e+03,9.936021186145565309e+01
1.793238841446153856e+03,9.224042457170415332e+01
1.793241619199999832e+03,9.066355076967474247e+01
1.793244396953846035e+03,9.001050123788353119e+01
1.793247174707692238e+03,8.412741483796898478e+01
1.793249952461538442e+03,8.759682504907117107e+01
1.793252730215384645e+03,8.887698507212536470e+01
1.793255507969230621e+03,9.576284884157216482e+01
